Research ID,unused,Subgroup icon,Major tech,Main icon,IMD,IMD2,MsgName,StructName,CompName,CompType,ResearchPoints,keyTopic,unused,unused,unused,unused,unused,unused,unused
R-Wpn-Mortar-Damage06,Level Two-Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Mortar2Mk1,WEAPON,13200,0,1,1,0,0,0,0,0
R-Wpn-Rail-Accuracy01,Level Three,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RAIL_AC1,0,RailGun1Mk1,WEAPON,14400,0,1,1,0,0,0,0,0
R-Wpn-Rail-Damage01,Level Three,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RAIL_D1,0,RailGun1Mk1,WEAPON,14400,0,1,1,0,0,0,0,0
R-Wpn-Rail-Damage02,Level Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,RailGun1Mk1,WEAPON,28800,0,1,1,0,0,0,0,0
R-Wpn-Rail-Damage03,Level Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,RailGun1Mk1,WEAPON,43200,0,2,1,0,0,0,0,0
R-Wpn-Rail-ROF01,Level Three,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RAIL_ROF1,0,RailGun1Mk1,WEAPON,14400,0,1,1,0,0,0,0,0
R-Wpn-Rail-ROF02,Level Three,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,RailGun1Mk1,WEAPON,28800,0,1,1,0,0,0,0,0
R-Wpn-Rail-ROF03,Level Three,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,RailGun1Mk1,WEAPON,43200,0,1,1,0,0,0,0,0
R-Wpn-Rocket-ROF01,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RK_ROF1,0,Rocket-Pod,WEAPON,2400,0,2,1,0,0,0,0,0
R-Wpn-Rocket-ROF02,Level One-Two,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-Pod,WEAPON,4800,0,2,1,0,0,0,0,0
R-Wpn-Rocket-ROF03,Level All,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-Pod,WEAPON,9600,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Accuracy01,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RK_AC1,0,Rocket-Pod,WEAPON,3600,0,2,1,0,0,0,0,0
R-Wpn-Rocket-Accuracy02,Level All,IMAGE_RES_GRPACC,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-LtA-T,WEAPON,4800,0,2,1,0,0,0,0,0
R-Wpn-Rocket-Damage01,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RK_D1,0,Rocket-Pod,WEAPON,1200,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage02,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-Pod,WEAPON,2400,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage03,Level One-Two,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-Pod,WEAPON,3600,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage04,Level Two,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RK_D4,0,Rocket-LtA-T,WEAPON,4800,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage05,Level Two,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-LtA-T,WEAPON,6000,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage06,Level Two-Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-LtA-T,WEAPON,7200,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage07,Level Two,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_RK_D4,0,Rocket-LtA-T,WEAPON,8400,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage08,Level Two,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-LtA-T,WEAPON,9600,0,1,1,0,0,0,0,0
R-Wpn-Rocket-Damage09,Level Two-Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Rocket-LtA-T,WEAPON,10800,0,1,1,0,0,0,0,0
R-Wpn-RocketSlow-Accuracy01,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_SRK_AC1,0,Rocket-LtA-T,WEAPON,6000,0,1,1,0,0,0,0,0
R-Wpn-RocketSlow-Accuracy02,Level One-Two,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_SRK_AC2,0,Rocket-LtA-T,WEAPON,7200,0,2,1,0,0,0,0,0
R-Defense-WallTower-Rail3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_WT15_RL3,WallTower-Rail3,0,0,14400,0,1,0,1,1,1,0,0
R-Wpn-Mortar-ROF04,Level Three,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_M_ROF4,0,Mortar2Mk1,WEAPON,10000,0,2,1,0,0,0,0,0
R-Cyborg-Hvywpn-HPV,Level Two-Three,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_HPV,0,Cannon4AUTOMk1,WEAPON,4000,0,2,0,0,0,0,0,1
R-Vehicle-Armor-Heat01,Level Two,IMAGE_RES_GRPUPG,0,IMAGE_RES_DROIDTECH,icamrhot.pie,0,RES_V_AH1,0,0,0,4800,0,1,1,0,0,0,0,0
R-Vehicle-Armor-Heat02,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_DROIDTECH,icamrhot.pie,0,0,0,0,0,7000,0,1,1,0,0,0,0,0
R-Vehicle-Armor-Heat03,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_DROIDTECH,icamrhot.pie,0,0,0,0,0,9000,0,1,1,0,0,0,0,0
R-Defense-MassDriver,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_MD,X-Super-MassDriver,0,0,50000,0,3,0,1,0,1,0,0
R-Defense-Super-Cannon,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_CAN,X-Super-Cannon,0,0,8400,0,2,0,1,0,1,0,0
R-Vehicle-Armor-Heat04,Level Three,IMAGE_RES_GRPUPG,0,IMAGE_RES_DROIDTECH,icamrhot.pie,0,RES_V_AH4,0,0,0,11000,0,2,1,0,0,0,0,0
R-Vehicle-Armor-Heat05,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_DROIDTECH,icamrhot.pie,0,0,0,0,0,13000,0,1,1,0,0,0,0,0
R-Vehicle-Armor-Heat06,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_DROIDTECH,icamrhot.pie,0,0,0,0,0,15000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat01,Level Two,IMAGE_RES_GRPUPG,0,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,RES_CY_AH1,0,0,0,3600,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat02,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,4800,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat03,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,6000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat04,Level Three,IMAGE_RES_GRPUPG,0,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,RES_CY_AH4,0,0,0,8000,0,2,1,0,0,0,0,0
R-Cyborg-Armor-Heat05,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,10000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat06,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,12000,0,1,1,0,0,0,0,0
R-Wpn-Bomb-Accuracy01,Level Two,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,trlvtlhe.PIE,0,RES_W_BAC1,0,0,BODY,7200,0,3,1,0,0,0,0,0
R-Wpn-Bomb-Accuracy02,Level Two-Three,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,trlvtlhe.PIE,0,RES_W_BAC2,0,0,BODY,9200,0,1,1,0,0,0,0,0
R-Wpn-Bomb-Accuracy03,Level Three,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,trlvtlhe.PIE,0,RES_W_BAC3,0,0,BODY,11200,0,1,1,0,0,0,0,0
R-Wpn-Mortar-Acc01,Level One-Two,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_M_AC1,0,Mortar1Mk1,WEAPON,3600,0,2,1,0,0,0,0,0
R-Wpn-Mortar-Acc02,Level Two-Three,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_M_AC2,0,Mortar2Mk1,WEAPON,7200,0,2,1,0,0,0,0,0
R-Wpn-Mortar-Acc03,Level Three,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_M_AC3,0,Mortar2Mk1,WEAPON,9200,1,2,1,0,0,0,0,0
R-Wpn-Howitzer-ROF01,Level Two,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_HOWRF1,0,Howitzer105Mk1,WEAPON,6000,0,1,1,0,0,0,0,0
R-Wpn-Howitzer-ROF02,Level Two,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Howitzer105Mk1,WEAPON,8000,0,1,1,0,0,0,0,0
R-Wpn-Howitzer-ROF03,Level Two-Three,IMAGE_RES_GRPROF,1,IMAGE_RES_WEAPONTECH,0,0,0,0,Howitzer105Mk1,WEAPON,10000,0,1,1,0,0,0,0,0
R-Wpn-Howitzer-ROF04,Level Three,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_HOWRF4,0,Howitzer105Mk1,WEAPON,12000,0,1,1,0,0,0,0,0
R-Wpn-Missile-LtSAM,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_MS_LtSAM1,0,Missile-LtSAM,WEAPON,14400,1,2,0,0,0,0,0,1
R-Wpn-Missile-HvSAM,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_MS_HvSAM1,0,Missile-HvySAM,WEAPON,28800,0,2,0,0,0,0,1,1
R-Wpn-MdArtMissile,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_MS_MART,0,Missile-MdArt,WEAPON,14400,1,2,0,0,0,0,0,1
R-Wpn-HvArtMissile,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_MS_HART,0,Missile-HvyArt,WEAPON,28800,1,3,0,0,0,0,0,1
R-Sys-Sensor-Upgrade02,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_SYSTEMTECH,GNLSNSR1.PIE,0,RES_SY_SU2,0,0,BODY,3600,1,2,1,0,0,0,0,0
R-Struc-Power-Upgrade03,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_POWERTECH,blpower4.pie,0,0,0,0,BODY,12000,1,1,1,0,0,0,0,0
R-Struc-Power-Upgrade01b,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_POWERTECH,blpower4.pie,0,0,0,0,BODY,6000,1,1,1,0,0,0,0,0
R-Struc-Power-Upgrade01c,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_POWERTECH,blpower4.pie,0,0,0,0,BODY,6000,1,1,1,0,0,0,0,0
R-Struc-Power-Upgrade03a,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_POWERTECH,blpower4.pie,0,0,0,0,BODY,12000,1,1,1,0,0,0,0,0
R-Cyborg-Hvywpn-Mcannon,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_MC,0,Cannon2A-TMk1,WEAPON,4000,0,2,0,0,0,0,0,1
R-Cyborg-Hvywpn-Acannon,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_AC,0,Cannon5VulcanMk1,WEAPON,4000,0,2,0,0,0,0,0,1
R-Cyborg-Hvywpn-TK,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_TK,0,Rocket-VTOL-HvyA-T,WEAPON,5000,0,2,0,0,0,0,0,1
R-Sys-Autorepair-General,Level All,IMAGE_RES_GRPREP,0,IMAGE_RES_COMPUTERTECH,ICCCCONS.PIE,0,RES_SY_AR,0,0,BODY,14400,1,1,0,0,0,0,0,1
R-Sys-Resistance-Circuits,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,ICCCCONS.PIE,0,RES_SY_RC,0,0,0,14400,1,3,1,0,0,0,0,0
R-Wpn-Cannon6TwinAslt,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_CN6_T_A,0,Cannon6TwinAslt,WEAPON,9600,1,2,0,0,0,0,0,1
R-Defense-Cannon6,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,RES_DEF_RotMG,PillBox-Cannon6,0,BODY,6400,0,2,0,1,0,1,0,0
R-Wpn-HvyLaser,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_HLAS,0,HeavyLaser,WEAPON,36000,1,1,0,0,0,0,0,2
R-Defense-HeavyLas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_HEAVYLAS,Emplacement-HeavyLaser,0,BODY,20400,0,1,0,1,0,1,0,0
R-Sys-Sensor-WSTower,Level Three,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_SY_S_WS,Sys-SensoTowerWS,0,BODY,16400,1,1,0,0,0,1,0,0
R-Sys-Sensor-UpLink,Level Three,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_SY_S_UP,A0Sat-linkCentre,0,BODY,28800,1,3,0,0,0,1,0,0
R-Wpn-LasSat,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_LASSAT,A0LasSatCommand,0,BODY,56600,1,2,0,1,0,1,0,0
R-Wpn-PlasmaCannon,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_PLASCAN,0,Laser4-PlasmaCannon,WEAPON,12000,1,3,0,0,0,0,0,1
R-Cyborg-Hvywpn-PulseLsr,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_PLAS,0,Laser2PULSEMk1,WEAPON,5000,0,1,0,0,0,0,0,1
R-Cyborg-Hvywpn-RailGunner,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_RG,0,RailGun2Mk1,WEAPON,5500,0,1,0,0,0,0,0,1
R-Cyborg-Hvywpn-A-T,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_CYW_H_AT,0,Missile-A-T,WEAPON,5000,0,2,0,0,0,0,0,1
R-Sys-SpyTower,Level All,0,0,IMAGE_RES_SYSTEMTECH,icmolql.pie,0,0,Sys-SpyTower,0,BODY,7200,1,1,0,0,0,1,0,0
R-Defense-PlasmaCannon,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_PLASCAN,Emplacement-PulseLaser,0,BODY,14400,0,1,0,1,0,1,0,0
R-Defense-EMPCannon,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,RES_DEF_EMP,WallTower-EMP,0,BODY,28800,0,1,0,1,0,1,0,0
R-Defense-Super-Rocket,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_RKT,X-Super-Rocket,0,0,12000,0,3,0,1,0,1,0,0
R-Defense-Super-Missile,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_EMP_MSL,X-Super-Missile,0,0,50000,0,3,0,1,0,1,0,0
R-Defense-WallUpgrade10,Level All,IMAGE_RES_GRPUPG,1,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,0,0,0,0,18000,0,1,1,0,0,0,0,0
R-Defense-WallUpgrade11,Level All,IMAGE_RES_GRPUPG,1,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,0,0,0,0,22000,0,1,1,0,0,0,0,0
R-Defense-WallUpgrade12,Level All,IMAGE_RES_GRPUPG,1,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,0,0,0,0,24000,0,1,1,0,0,0,0,0
R-Vehicle-Body13,Level Three,0,0,IMAGE_RES_DROIDTECH,0,0,RES_V_B13,0,Body13SUP,BODY,50000,1,4,0,0,0,0,0,1
R-Vehicle-Body14,Level Three,0,0,IMAGE_RES_DROIDTECH,0,0,RES_V_B14,0,Body14SUP,BODY,55000,1,4,0,0,0,0,0,1
R-Wpn-Flamer-Damage07,Level Three,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_FL_D7,0,PlasmiteFlamer,WEAPON,13200,0,2,1,0,0,0,0,0
R-Wpn-Flamer-Damage08,Level Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,PlasmiteFlamer,WEAPON,15200,0,1,1,0,0,0,0,0
R-Wpn-Flamer-Damage09,Level Three,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,PlasmiteFlamer,WEAPON,17200,0,1,1,0,0,0,0,0
R-Struc-Factory-Upgrade07,Level Three,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,BLFACT1.PIE,0,RES_ST_FU7,0,0,BODY,15200,1,2,3,0,0,0,0,0
R-Struc-Factory-Upgrade09,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_STRUCTURETECH,BLFACT1.PIE,0,0,0,0,BODY,19200,0,1,3,0,0,0,0,0
R-Wpn-MortarEMP,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_M2,0,MortarEMP,WEAPON,20000,0,1,0,0,0,0,0,0
R-Wpn-AALaser,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_W_MS_HvSAM1,0,AAGunLaser,WEAPON,28800,0,1,0,0,0,0,0,1
R-Defense-AA-Laser,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_DEF_AALAS,P0-AASite-Laser,0,PROPULSION,14400,0,1,0,1,0,1,0,0
R-Defense-EMPMortar,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,RES_DEF_EMPM,Emplacement-MortarEMP,0,PROPULSION,28800,0,1,0,1,0,1,0,0
R-Defense-WallTower-SamHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_MS_SAM2WT,WallTower-SamHvy,0,PROPULSION,30000,0,2,0,1,1,1,0,0
R-Defense-WallTower-QuadRotAA,Level All,0,0,IMAGE_RES_DEFENCE,0,0,RES_WT_QUADAA,WallTower-QuadRotAAGun,0,PROPULSION,30000,0,1,0,1,0,1,0,0
R-Sys-Sensor-WS,Level Three,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_SY_S_WST,0,Sensor-WideSpec,SENSOR,14400,1,5,0,0,0,0,0,1
R-Wpn-EMPCannon,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_EMP_CANT,0,EMP-Cannon,WEAPON,28800,0,2,0,0,0,0,0,1
R-Defense-WallTower-DoubleAAgun,Level All,0,0,IMAGE_RES_DEFENCE,0,0,RES_WT_DOUBLEAA,WallTower-DoubleAAGun,0,PROPULSION,30000,0,1,0,1,0,1,0,0
R-Defense-WallTower-SamSite,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,RES_MS_SAM1WT,WallTower-SamSite,0,PROPULSION,30000,0,2,0,1,0,1,0,0
R-Wpn-MG5,Level Three,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_WT_TWINAGUN,0,MG5TWINROTARY,WEAPON,15000,1,2,0,0,0,0,1,1
R-Defense-WallTower-TwinAGun,Level All,0,0,IMAGE_RES_DEFENCE,0,0,RES_WT_TWINAGHP,WallTower-TwinAssaultGun,0,PROPULSION,15000,0,1,0,1,1,1,0,0
R-Wpn-Bomb05,Level Three,0,0,IMAGE_RES_WEAPONTECH,trmvtlin.PIE,0,RES_W_BMB5,0,Bomb5-VTOL-Plasmite,WEAPON,20000,0,2,0,0,0,0,0,1
R-Wpn-Bomb06,Level Three,0,0,IMAGE_RES_WEAPONTECH,trmvtlin.PIE,0,RES_W_BMB6,0,Bomb6-VTOL-EMP,WEAPON,25000,0,2,0,0,0,0,0,1
R-Comp-CommandTurret02,Level One,0,0,IMAGE_RES_COMPUTERTECH,0,0,RES_C_CT2,0,CommandBrain01,BRAIN,5000,0,2,0,0,0,0,1,1
R-Comp-CommandTurret03,Level Two,0,0,IMAGE_RES_COMPUTERTECH,0,0,RES_C_CT3,0,CommandBrain01,BRAIN,8000,0,2,0,0,0,0,1,1
R-Comp-CommandTurret04,Level Three,0,0,IMAGE_RES_COMPUTERTECH,0,0,RES_C_CT4,0,CommandBrain01,BRAIN,11000,0,2,0,0,0,0,1,1
R-Wpn-MG-Damage04,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,MG1Mk1,WEAPON,7200,0,1,1,0,0,0,0,0
R-Wpn-MG-Damage05,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,MG1Mk1,WEAPON,9200,0,2,1,0,0,0,0,0
R-Wpn-MG-Damage06,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,MG1Mk1,WEAPON,11200,0,1,1,0,0,0,0,0
R-Wpn-MG-Damage07,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,MG1Mk1,WEAPON,13200,0,1,1,0,0,0,0,0
R-Wpn-MG-Damage08,Level One,IMAGE_RES_GRPDAM,1,IMAGE_RES_WEAPONTECH,0,0,0,0,MG1Mk1,WEAPON,15200,0,2,1,0,0,0,0,0
R-Sys-Sensor-Upgrade03,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_SYSTEMTECH,GNLSNSR1.PIE,0,RES_SY_SU3,0,0,BODY,7200,1,2,1,0,0,0,0,0
R-Sys-RadarDetector01,Level All,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_SY_RDST1,0,RadarDetector,SENSOR,900,0,1,0,0,0,1,0,1
